Category,Question,SQL,Result,Condition,Table Used,Element
Schedules,Show the schedules for morning classes this semester (include class and course),"SELECT
  T3.class_id,
  T3.course_id,
  T1.start_time,
  T1.end_time,
  T1.room,
  T1.slot
FROM Schedules AS T1
INNER JOIN ClassCourse AS T3
  ON T1.class_course_id = T3.class_course_id
WHERE
  DATEPART(hour, T1.start_time) < 12
ORDER BY
  T3.class_id,
  T1.start_time;","[
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""1""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-11 10:00:00"",
  ""end_time"": ""2024-09-11 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""2""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-16 07:30:00"",
  ""end_time"": ""2024-09-16 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""3""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-18 10:00:00"",
  ""end_time"": ""2024-09-18 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""4""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-23 07:30:00"",
  ""end_time"": ""2024-09-23 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""5""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""AIL"",
  ""start_time"": ""2025-01-06 07:30:00"",
  ""end_time"": ""2025-01-06 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""1""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""NLP"",
  ""start_time"": ""2025-01-06 10:00:00"",
  ""end_time"": ""2025-01-06 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""1""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""NLP"",
  ""start_time"": ""2025-01-08 07:30:00"",
  ""end_time"": ""2025-01-08 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""2""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""AIL"",
  ""start_time"": ""2025-01-08 10:00:00"",
  ""end_time"": ""2025-01-08 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""2""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""AIL"",
  ""start_time"": ""2025-01-13 07:30:00"",
  ""end_time"": ""2025-01-13 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""3""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""NLP"",
  ""start_time"": ""2025-01-13 10:00:00"",
  ""end_time"": ""2025-01-13 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""3""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""NLP"",
  ""start_time"": ""2025-01-15 07:30:00"",
  ""end_time"": ""2025-01-15 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""4""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""AIL"",
  ""start_time"": ""2025-01-15 10:00:00"",
  ""end_time"": ""2025-01-15 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""4""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""AIL"",
  ""start_time"": ""2025-01-20 07:30:00"",
  ""end_time"": ""2025-01-20 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""5""
  },
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""NLP"",
  ""start_time"": ""2025-01-20 10:00:00"",
  ""end_time"": ""2025-01-20 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""5""
  },
  {
  ""class_id"": ""IA01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""1""
  },
  {
  ""class_id"": ""IA01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-11 10:00:00"",
  ""end_time"": ""2024-09-11 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""2""
  },
  {
  ""class_id"": ""IA01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-16 07:30:00"",
  ""end_time"": ""2024-09-16 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""3""
  },
  {
  ""class_id"": ""IA01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-18 10:00:00"",
  ""end_time"": ""2024-09-18 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""4""
  },
  {
  ""class_id"": ""IA01"",
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-23 07:30:00"",
  ""end_time"": ""2024-09-23 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""5""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AS', 'FROM', 'HOUR', 'INNER JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE']"
Schedules,What time is the first Machine Learning class ('AIL') on Monday January 6th 2025?,"SELECT MIN(start_time) 
FROM Schedules s 
JOIN ClassCourse cc ON s.class_course_id = cc.class_course_id 
JOIN Courses c ON cc.course_id = c.course_id 
WHERE c.course_name = 'Machine Learning' AND CAST(s.start_time AS DATE) = '2025-01-06'","[
  {
  """": ""2025-01-06 07:30:00""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DATE', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,How many classes are scheduled for January 6th 2025?,"SELECT
  COUNT(DISTINCT cc.class_id) AS class_count
FROM Schedules AS s
JOIN ClassCourse AS cc
  ON s.class_course_id = cc.class_course_id
WHERE
  CAST(s.start_time AS DATE) = '2025-01-06';","[
  {
  ""class_count"": ""2""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AS', 'DATE', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Which subjects have a duration longer than 2 hours?,"SELECT DISTINCT cc.course_id 
FROM Schedules s 
JOIN ClassCourse cc ON s.class_course_id = cc.class_course_id 
WHERE DATEDIFF(minute, start_time, end_time) > 120","[
  {
  ""course_id"": ""AIL""
  },
  {
  ""course_id"": ""IAM""
  },
  {
  ""course_id"": ""MAE""
  },
  {
  ""course_id"": ""NLP""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['DISTINCT', 'FROM', 'JOIN', 'MINUTE', 'ON', 'SELECT', 'WHERE']"
Schedules,Show the timetable for class AI01 during the Fall semester of last year.,"SELECT
  CC.course_id,
  Sch.start_time,
  Sch.end_time,
  Sch.room,
  Sch.slot
FROM ClassCourse AS CC
JOIN Schedules AS Sch
  ON CC.class_course_id = Sch.class_course_id
WHERE
  CC.class_id = 'AI01' AND CC.semester = 'FA24';","[
  {
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""1""
  },
  {
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-11 10:00:00"",
  ""end_time"": ""2024-09-11 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""2""
  },
  {
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-16 07:30:00"",
  ""end_time"": ""2024-09-16 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""3""
  },
  {
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-18 10:00:00"",
  ""end_time"": ""2024-09-18 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""4""
  },
  {
  ""course_id"": ""MAE"",
  ""start_time"": ""2024-09-23 07:30:00"",
  ""end_time"": ""2024-09-23 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""5""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,What is the number of classes held in each classroom this semester?,"SELECT
  s.room,
  COUNT(DISTINCT cc.class_id) AS class_count
FROM Schedules AS s
JOIN ClassCourse AS cc
  ON s.class_course_id = cc.class_course_id
WHERE cc.semester = 'SP25'
GROUP BY s.room
ORDER BY
  s.room;","[
  {
  ""room"": ""R001"",
  ""class_count"": ""1""
  },
  {
  ""room"": ""R003"",
  ""class_count"": ""1""
  },
  {
  ""room"": ""R004"",
  ""class_count"": ""1""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE']"
Schedules,Show the morning classes in room R002 last semester.,"SELECT
  cc.class_id,
  c.course_name,
  s.start_time,
  s.end_time,
  s.room,
  s.slot
FROM Schedules AS s
JOIN ClassCourse AS cc
  ON s.class_course_id = cc.class_course_id
JOIN Courses AS c
  ON cc.course_id = c.course_id
WHERE
  s.room = 'R002' AND cc.semester = 'FA24'
  AND DATEPART(hour, s.start_time) < 12;","[
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""1""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""start_time"": ""2024-09-11 10:00:00"",
  ""end_time"": ""2024-09-11 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""2""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""start_time"": ""2024-09-16 07:30:00"",
  ""end_time"": ""2024-09-16 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""3""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""start_time"": ""2024-09-18 10:00:00"",
  ""end_time"": ""2024-09-18 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""4""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""start_time"": ""2024-09-23 07:30:00"",
  ""end_time"": ""2024-09-23 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""5""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'FROM', 'HOUR', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,"How many classes are held in the morning, afternoon in this semester?","WITH ClassScheduleCategories AS (
  SELECT
    cc.class_id,
    CASE
      WHEN CAST(s.start_time AS time) >= '07:00:00' AND CAST(s.start_time AS time) < '12:00:00'
      THEN 'Morning'
      WHEN CAST(s.start_time AS time) >= '12:00:00' AND CAST(s.start_time AS time) < '17:00:00'
      THEN 'Afternoon'
    END AS time_category
  FROM Schedules AS s
  JOIN ClassCourse AS cc
    ON s.class_course_id = cc.class_course_id
)
SELECT
  time_category,
  COUNT(DISTINCT class_id) AS class_count
FROM ClassScheduleCategories
GROUP BY
  time_category
ORDER BY
  time_category;","[
  {
  ""time_category"": ""Afternoon"",
  ""class_count"": ""1""
  },
  {
  ""time_category"": ""Morning"",
  ""class_count"": ""2""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'ClassScheduleCategories', 'Schedules']","['AND', 'AS', 'CASE', 'DISTINCT', 'END', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'THEN', 'TIME', 'WHEN', 'WITH']"
Schedules,Which days of the week does the AI01 class have Machine Learning?,"SELECT DATENAME(weekday, s.start_time) 
FROM Schedules s 
JOIN ClassCourse cc ON s.class_course_id = cc.class_course_id 
JOIN Courses c ON cc.course_id = c.course_id 
WHERE cc.class_id = 'AI01' AND c.course_name = 'Machine Learning' 
GROUP BY DATENAME(weekday, s.start_time)","[
  {
  """": ""Monday""
  },
  {
  """": ""Wednesday""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,How many scheduled sessions are there for the IA01 section?,"SELECT COUNT(*) 
FROM Schedules s 
JOIN ClassCourse cc ON s.class_course_id = cc.class_course_id 
WHERE cc.class_id = 'IA01'","[
  {
  """": ""10""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show the schedule for all Mathematics for Engineering classes last semester.,"SELECT
  S.start_time,
  S.end_time,
  S.room,
  S.slot,
  Crs.course_name,
  CC.class_id,
  CC.semester
FROM Schedules AS S
JOIN ClassCourse AS CC ON S.class_course_id = CC.class_course_id
JOIN Courses AS Crs ON CC.course_id = Crs.course_id
WHERE Crs.course_name = 'Mathematics for Engineering' AND CC.semester = 'FA24';","[
  {
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""1"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""AI01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-11 10:00:00"",
  ""end_time"": ""2024-09-11 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""2"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""AI01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-16 07:30:00"",
  ""end_time"": ""2024-09-16 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""3"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""AI01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-18 10:00:00"",
  ""end_time"": ""2024-09-18 12:20:00"",
  ""room"": ""R002"",
  ""slot"": ""4"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""AI01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-23 07:30:00"",
  ""end_time"": ""2024-09-23 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""5"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""AI01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""1"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""IA01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-11 10:00:00"",
  ""end_time"": ""2024-09-11 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""2"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""IA01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-16 07:30:00"",
  ""end_time"": ""2024-09-16 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""3"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""IA01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-18 10:00:00"",
  ""end_time"": ""2024-09-18 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""4"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""IA01"",
  ""semester"": ""FA24""
  },
  {
  ""start_time"": ""2024-09-23 07:30:00"",
  ""end_time"": ""2024-09-23 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""5"",
  ""course_name"": ""Mathematics for Engineering"",
  ""class_id"": ""IA01"",
  ""semester"": ""FA24""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Which courses have classes on Mondays in this semester?,"SELECT DISTINCT T1.course_name
FROM Courses AS T1
INNER JOIN ClassCourse AS T2
  ON T1.course_id = T2.course_id
INNER JOIN Schedules AS T3
  ON T2.class_course_id = T3.class_course_id
WHERE
  DATENAME(weekday, T3.start_time) = 'Monday' AND T2.semester = 'SP25';","[
  {
  ""course_name"": ""Machine Learning""
  },
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  },
  {
  ""course_name"": ""Natural Language Processing""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,How many classes are there for each course this term?,"SELECT
  T2.course_name,
  COUNT(T1.class_id) AS NumberOfClasses
FROM ClassCourse AS T1
JOIN Courses AS T2
  ON T1.course_id = T2.course_id
WHERE
  T1.semester = 'SP25' 
GROUP BY
  T2.course_name","[
  {
  ""course_name"": ""Machine Learning"",
  ""NumberOfClasses"": ""1""
  },
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""NumberOfClasses"": ""1""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""NumberOfClasses"": ""1""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses']","['AS', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Which courses have classes that start after 3:00 PM this semester?,"SELECT DISTINCT T1.course_name
FROM Courses AS T1
INNER JOIN ClassCourse AS T2
  ON T1.course_id = T2.course_id
INNER JOIN Schedules AS T3
  ON T2.class_course_id = T3.class_course_id
WHERE
  DATEPART(hour, T3.start_time) >= 15
  AND T2.semester = 'SP25';","[
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'HOUR', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,What's the total duration of all 'Malware Analysis and Reverse Engineering' classes?,"SELECT SUM(DATEDIFF(minute, s.start_time, s.end_time)) AS total_duration_minutes 
FROM Schedules s 
JOIN ClassCourse cc ON s.class_course_id = cc.class_course_id 
JOIN Courses c ON cc.course_id = c.course_id 
WHERE c.course_name = 'Malware Analysis and Reverse Engineering'","[
  {
  ""total_duration_minutes"": ""700""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AS', 'FROM', 'JOIN', 'MINUTE', 'ON', 'SELECT', 'WHERE']"
Schedules,Which courses have classes in room R004 this semester?,"SELECT DISTINCT T1.course_name
FROM Courses AS T1
INNER JOIN ClassCourse AS T2
  ON T1.course_id = T2.course_id
INNER JOIN Schedules AS T3
  ON T2.class_course_id = T3.class_course_id
WHERE
  T3.room = 'R004' AND T2.semester = 'SP25';","[
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show the schedule for classes taught by Professor Giang this semester.,"SELECT
  C.course_id,
  CC.class_id,
  S.start_time,
  S.end_time,
  S.room,
  S.slot
FROM Schedules AS S
JOIN ClassCourse AS CC
  ON S.class_course_id = CC.class_course_id
JOIN Lecturers AS L
  ON CC.lecturer_id = L.lecturer_id
JOIN Users AS U
  ON L.lecturer_id = U.user_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
WHERE
  U.fullname LIKE '%Giang%' AND CC.semester = 'SP25';","[
  {
  ""course_id"": ""AIL"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-06 07:30:00"",
  ""end_time"": ""2025-01-06 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""1""
  },
  {
  ""course_id"": ""AIL"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-08 10:00:00"",
  ""end_time"": ""2025-01-08 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""2""
  },
  {
  ""course_id"": ""AIL"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-13 07:30:00"",
  ""end_time"": ""2025-01-13 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""3""
  },
  {
  ""course_id"": ""AIL"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-15 10:00:00"",
  ""end_time"": ""2025-01-15 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""4""
  },
  {
  ""course_id"": ""AIL"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-20 07:30:00"",
  ""end_time"": ""2025-01-20 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""5""
  }
 ]","{""role"": ""Lecturer"", ""identity"": [""LEC01""]}","['ClassCourse', 'Courses', 'Lecturers', 'Schedules', 'Users']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Which courses does Professor Hai teach?,"SELECT DISTINCT T3.course_name
FROM Lecturers AS T1
INNER JOIN ClassCourse AS T2
  ON T1.lecturer_id = T2.lecturer_id
INNER JOIN Courses AS T3
  ON T2.course_id = T3.course_id
INNER JOIN Users AS T4
  ON T1.lecturer_id = T4.user_id
WHERE
  T4.fullname = '%Hai';",[],"{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers', 'Users']","['AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,How many classes does Professor Giang teach this semester?,"SELECT
  COUNT(DISTINCT T2.class_id) AS NumberOfClasses
FROM Lecturers AS T1
INNER JOIN ClassCourse AS T2
  ON T1.lecturer_id = T2.lecturer_id
INNER JOIN Users AS T3
  ON T1.lecturer_id = T3.user_id
WHERE
  T3.fullname = 'Giang' AND T2.semester = 'SP25';","[
  {
  ""NumberOfClasses"": ""1""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Lecturers', 'Users']","['AND', 'AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Which lecturers have classes in the morning this semester?,"SELECT DISTINCT U.user_id,
  U.fullname
FROM Users AS U
JOIN Lecturers AS L
  ON U.user_id = L.lecturer_id
JOIN ClassCourse AS CC
  ON L.lecturer_id = CC.lecturer_id
JOIN Schedules AS S
  ON CC.class_course_id = S.class_course_id
WHERE
  DATEPART(hour, S.start_time) < 12 AND CC.semester = 'SP25';","[
  {
  ""user_id"": ""LEC01"",
  ""fullname"": ""Giang""
  },
  {
  ""user_id"": ""LEC05"",
  ""fullname"": ""Phuong""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Lecturers', 'Schedules', 'Users']","['AND', 'AS', 'DISTINCT', 'FROM', 'HOUR', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show the complete schedule (including class name course name and lecturer) for the AI01 class.,"SELECT c.course_name, u.fullname, s.start_time, s.end_time, s.room 
FROM Schedules s 
JOIN ClassCourse cc ON s.class_course_id = cc.class_course_id 
JOIN Courses c ON cc.course_id = c.course_id 
JOIN Lecturers l ON cc.lecturer_id = l.lecturer_id 
JOIN Users u ON l.lecturer_id = u.user_id 
WHERE cc.class_id = 'AI01'","[
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-06 07:30:00"",
  ""end_time"": ""2025-01-06 09:50:00"",
  ""room"": ""R001""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-08 10:00:00"",
  ""end_time"": ""2025-01-08 12:20:00"",
  ""room"": ""R001""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-13 07:30:00"",
  ""end_time"": ""2025-01-13 09:50:00"",
  ""room"": ""R001""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-15 10:00:00"",
  ""end_time"": ""2025-01-15 12:20:00"",
  ""room"": ""R001""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-20 07:30:00"",
  ""end_time"": ""2025-01-20 09:50:00"",
  ""room"": ""R001""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""fullname"": ""Hai"",
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R002""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""fullname"": ""Hai"",
  ""start_time"": ""2024-09-11 10:00:00"",
  ""end_time"": ""2024-09-11 12:20:00"",
  ""room"": ""R002""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""fullname"": ""Hai"",
  ""start_time"": ""2024-09-16 07:30:00"",
  ""end_time"": ""2024-09-16 09:50:00"",
  ""room"": ""R002""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""fullname"": ""Hai"",
  ""start_time"": ""2024-09-18 10:00:00"",
  ""end_time"": ""2024-09-18 12:20:00"",
  ""room"": ""R002""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""fullname"": ""Hai"",
  ""start_time"": ""2024-09-23 07:30:00"",
  ""end_time"": ""2024-09-23 09:50:00"",
  ""room"": ""R002""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-06 10:00:00"",
  ""end_time"": ""2025-01-06 12:20:00"",
  ""room"": ""R003""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-08 07:30:00"",
  ""end_time"": ""2025-01-08 09:50:00"",
  ""room"": ""R003""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-13 10:00:00"",
  ""end_time"": ""2025-01-13 12:20:00"",
  ""room"": ""R003""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-15 07:30:00"",
  ""end_time"": ""2025-01-15 09:50:00"",
  ""room"": ""R003""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-20 10:00:00"",
  ""end_time"": ""2025-01-20 12:20:00"",
  ""room"": ""R003""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers', 'Schedules', 'Users']","['FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
